id,sale_date,region,product_category,product_name,quantity,price,revenue,customer_id,payment_method,discount,extra_attributes
9385750,2023-08-13,Уфа,Косметика,Товар_4760,3,19023.40,90254.92,198955,Перевод,26.78,"{""city_tier"": 3, ""campaign_id"": 21, ""device_type"": ""desktop"", ""return_rate"": 7.68, ""extra_field1"": ""value_994"", ""extra_field2"": 8930, ""loyalty_tier"": ""bronze"", ""customer_segment"": ""standard""}"
1462329,2026-03-04,Уфа,Игрушки,Товар_3436,5,19618.23,51943.85,701116,Карта,2.99,
4440326,2024-10-31,Уфа,Электроника,Товар_2619,1,98057.59,13808.01,770202,Наличные,8.62,
1085606,2024-07-27,Казань,Бытовая техника,Товар_1450,2,27829.10,100447.00,567667,Перевод,22.20,
4630733,2025-12-02,СПб,Одежда,Товар_344,3,59059.18,13280.46,254323,QR-код,13.05,
6936667,2025-05-08,Казань,Одежда,Товар_1587,4,63915.54,37320.71,850421,QR-код,16.10,
10348146,2024-04-25,Москва,Аксессуары,Товар_3122,4,34722.40,150829.41,306133,Наличные,3.90,
3725665,2023-07-23,Нижний Новгород,Косметика,Товар_2522,1,56057.85,258649.01,96381,Карта,1.41,
6658485,2023-06-28,СПб,Аксессуары,Товар_2217,5,59853.47,459438.33,535756,Наличные,19.82,
5392005,2026-01-26,Нижний Новгород,Одежда,Товар_767,5,16814.00,44405.15,435126,Наличные,20.20,
1289999,2023-07-26,Москва,Одежда,Товар_1522,2,57274.45,42369.26,136285,QR-код,8.83,
7200395,2023-09-23,СПб,Косметика,Товар_2817,5,23233.29,370012.36,111929,Наличные,18.91,
10432329,2024-06-05,Уфа,Бытовая техника,Товар_100,1,24856.97,6538.32,884975,Карта,26.26,
10990993,2025-03-12,Нижний Новгород,Косметика,Товар_2102,3,62763.42,317987.79,381947,Перевод,10.24,
4134316,2025-12-16,Казань,Игрушки,Товар_1623,5,61714.84,214804.48,624638,Карта,20.36,
9995953,2025-10-22,Самара,Продукты,Товар_1456,5,95202.27,423406.41,58101,Карта,18.05,
4847528,2025-04-24,Екатеринбург,Игрушки,Товар_703,3,17742.25,265436.65,757470,QR-код,17.84,
3600284,2023-11-24,Москва,Электроника,Товар_1535,2,44555.74,475631.17,767521,QR-код,12.01,
8512790,2024-08-05,Москва,Электроника,Товар_4857,2,91142.73,35881.75,997058,Перевод,14.92,"{""city_tier"": 2, ""campaign_id"": 17, ""device_type"": ""tablet"", ""return_rate"": 7.10, ""extra_field1"": ""value_652"", ""extra_field2"": 2968, ""loyalty_tier"": ""bronze"", ""customer_segment"": ""premium""}"
9270846,2023-03-22,Казань,Бытовая техника,Товар_3756,4,90207.03,71367.32,997980,Наличные,9.66,
7568945,2024-12-15,СПб,Аксессуары,Товар_2503,4,12168.12,119702.46,997710,QR-код,16.03,
10594153,2023-05-07,СПб,Аксессуары,Товар_4788,1,37348.02,142762.19,825727,Карта,14.68,
2271149,2025-08-30,Екатеринбург,Игрушки,Товар_2990,2,97848.57,34369.94,822062,Перевод,13.16,
3134678,2024-03-23,Казань,Электроника,Товар_2293,5,61715.32,70138.98,701862,Карта,17.81,
5222731,2023-12-02,Красноярск,Книги,Товар_3820,3,69497.80,57151.00,724978,Перевод,9.41,
8896977,2024-03-18,Самара,Продукты,Товар_285,3,36019.71,151833.12,248835,Перевод,13.24,
1606003,2025-09-09,Москва,Игрушки,Товар_4410,1,5641.82,366732.66,977514,QR-код,0.41,
9109577,2026-02-27,Ростов-на-Дону,Бытовая техника,Товар_4140,2,14952.34,94420.81,912582,Перевод,2.47,
10653916,2026-01-07,Нижний Новгород,Спорт,Товар_110,2,32344.78,59314.21,704423,Перевод,19.48,
8259180,2024-03-30,Казань,Книги,Товар_3291,5,97457.91,91332.10,819149,QR-код,10.43,"{""city_tier"": 2, ""campaign_id"": 41, ""device_type"": ""tablet"", ""return_rate"": 6.08, ""extra_field1"": ""value_767"", ""extra_field2"": 227, ""loyalty_tier"": ""gold"", ""customer_segment"": ""economy""}"
5882911,2023-08-13,Нижний Новгород,Косметика,Товар_2373,3,21747.94,49615.34,263082,Наличные,28.63,
6974577,2025-03-15,Екатеринбург,Аксессуары,Товар_3911,1,75975.42,80153.11,181204,Наличные,13.56,
6498067,2023-06-01,Новосибирск,Продукты,Товар_4297,2,86685.73,198280.07,39627,Перевод,27.44,
7813282,2025-05-14,Красноярск,Косметика,Товар_4072,3,78736.34,40378.08,120420,Перевод,0.40,
8319820,2024-10-25,Екатеринбург,Одежда,Товар_1328,1,46588.86,254390.22,62197,Карта,27.75,"{""city_tier"": 3, ""campaign_id"": 40, ""device_type"": ""tablet"", ""return_rate"": 9.43, ""extra_field1"": ""value_233"", ""extra_field2"": 4830, ""loyalty_tier"": ""bronze"", ""customer_segment"": ""premium""}"
7600760,2025-06-15,Казань,Одежда,Товар_4319,2,71046.71,103907.40,350225,Перевод,2.96,"{""city_tier"": 1, ""campaign_id"": 56, ""device_type"": ""tablet"", ""return_rate"": 3.65, ""extra_field1"": ""value_564"", ""extra_field2"": 7249, ""loyalty_tier"": ""silver"", ""customer_segment"": ""economy""}"
10460374,2026-02-08,Москва,Электроника,Товар_3501,1,27810.37,361376.78,701911,QR-код,17.01,
2780698,2024-02-21,Казань,Книги,Товар_3103,5,41634.21,85131.85,181533,Наличные,26.14,
9086559,2025-04-27,Самара,Электроника,Товар_1666,3,41048.45,49725.91,996865,Наличные,14.11,
3097940,2024-03-16,Екатеринбург,Одежда,Товар_2013,3,60345.86,177613.05,928183,Наличные,7.38,"{""city_tier"": 2, ""campaign_id"": 80, ""device_type"": ""desktop"", ""return_rate"": 7.40, ""extra_field1"": ""value_837"", ""extra_field2"": 188, ""loyalty_tier"": ""silver"", ""customer_segment"": ""premium""}"
7840806,2023-12-28,Новосибирск,Бытовая техника,Товар_1299,3,85706.56,235546.94,629185,Перевод,18.72,
7451251,2024-02-14,Казань,Спорт,Товар_838,2,40408.37,22993.45,370061,Карта,22.15,
8893694,2025-04-20,Казань,Аксессуары,Товар_2185,5,45383.66,363499.81,392513,QR-код,15.46,
2403277,2026-01-08,Екатеринбург,Аксессуары,Товар_498,3,17211.70,89199.56,402456,Карта,12.84,
1327381,2026-01-14,Казань,Мебель,Товар_2036,4,41582.02,154121.77,655599,Перевод,9.60,
4439268,2025-10-19,СПб,Аксессуары,Товар_2199,4,41208.65,56149.87,442441,Наличные,12.35,
6940117,2026-01-04,Екатеринбург,Косметика,Товар_3796,5,34398.34,12028.90,513659,QR-код,14.68,
2219531,2025-01-11,Новосибирск,Косметика,Товар_3809,1,7257.25,354851.48,109371,QR-код,1.14,
3080793,2023-11-22,Уфа,Бытовая техника,Товар_3608,3,54156.97,288355.93,193790,Наличные,2.37,
3566926,2024-03-29,Уфа,Мебель,Товар_3062,3,76811.29,51022.53,997567,Карта,27.68,
4486352,2026-03-08,СПб,Игрушки,Товар_286,1,96814.55,87361.19,796845,Перевод,7.34,
10875312,2023-07-02,Самара,Игрушки,Товар_1209,4,57846.36,99680.63,76618,Перевод,16.70,
9699905,2025-09-01,СПб,Косметика,Товар_1280,4,24133.98,129435.46,873218,Наличные,3.62,
8533442,2023-04-13,СПб,Косметика,Товар_640,3,28481.63,302442.41,547260,Наличные,21.33,
6455879,2024-05-09,СПб,Продукты,Товар_2685,1,34319.35,145010.05,53554,Перевод,26.71,
4697193,2025-05-13,Москва,Косметика,Товар_1401,4,75666.17,86173.94,314693,Карта,28.87,
6475868,2023-08-12,Красноярск,Игрушки,Товар_3516,1,29058.79,262091.55,532786,Наличные,18.25,
2521767,2025-02-12,Нижний Новгород,Аксессуары,Товар_3990,5,78929.31,19749.07,367681,Перевод,15.83,
8796097,2025-11-04,Екатеринбург,Электроника,Товар_535,4,25279.52,41538.69,63098,Наличные,27.23,
7111830,2023-05-31,Ростов-на-Дону,Одежда,Товар_394,5,53083.11,280872.77,502836,Карта,23.88,"{""city_tier"": 1, ""campaign_id"": 52, ""device_type"": ""desktop"", ""return_rate"": 9.82, ""extra_field1"": ""value_691"", ""extra_field2"": 2810, ""loyalty_tier"": ""silver"", ""customer_segment"": ""economy""}"
5078098,2023-12-22,Новосибирск,Аксессуары,Товар_1102,5,73534.78,9492.03,94684,Наличные,22.14,
6977118,2025-09-04,Новосибирск,Книги,Товар_100,4,70898.16,98868.89,812215,Перевод,16.14,
4085158,2024-09-26,Уфа,Продукты,Товар_1043,3,77899.69,117258.06,941711,Перевод,2.85,
9047558,2024-05-12,Красноярск,Электроника,Товар_4421,2,95825.07,69870.01,987447,Наличные,16.95,
10251636,2024-04-04,Казань,Книги,Товар_3572,2,35078.74,236815.53,721672,QR-код,27.37,
7101243,2023-05-10,Казань,Аксессуары,Товар_3294,5,9637.08,915.44,810796,Перевод,22.48,
5859550,2024-09-10,Самара,Продукты,Товар_0,3,41807.99,259602.76,915960,Перевод,5.68,"{""city_tier"": 1, ""campaign_id"": 80, ""device_type"": ""mobile"", ""return_rate"": 3.80, ""extra_field1"": ""value_961"", ""extra_field2"": 6576, ""loyalty_tier"": ""bronze"", ""customer_segment"": ""standard""}"
1943310,2025-08-06,Казань,Одежда,Товар_1355,1,22951.62,236064.13,329187,QR-код,5.76,"{""city_tier"": 3, ""campaign_id"": 14, ""device_type"": ""tablet"", ""return_rate"": 9.97, ""extra_field1"": ""value_923"", ""extra_field2"": 4425, ""loyalty_tier"": ""silver"", ""customer_segment"": ""standard""}"
9652333,2023-04-06,Самара,Косметика,Товар_1130,4,35214.01,331753.19,701864,Перевод,20.34,
4485675,2023-07-13,Ростов-на-Дону,Книги,Товар_248,5,81581.28,412371.75,245671,Карта,27.09,
10424411,2024-10-13,Красноярск,Косметика,Товар_4838,3,83762.45,87314.82,478419,Перевод,0.56,
9186982,2024-10-23,Самара,Аксессуары,Товар_2633,3,89512.24,114524.68,928430,QR-код,12.94,
7445327,2023-04-05,Новосибирск,Бытовая техника,Товар_4458,2,38201.24,42760.47,302543,Карта,4.67,
10770515,2023-07-20,Казань,Аксессуары,Товар_1003,2,20033.64,3859.73,21981,QR-код,15.45,
5874727,2024-10-10,Екатеринбург,Книги,Товар_4231,2,66191.84,146846.78,972083,Наличные,18.09,
10441830,2024-10-17,Уфа,Электроника,Товар_579,4,72541.63,11550.63,689197,QR-код,28.26,"{""city_tier"": 1, ""campaign_id"": 16, ""device_type"": ""tablet"", ""return_rate"": 5.49, ""extra_field1"": ""value_644"", ""extra_field2"": 3961, ""loyalty_tier"": ""gold"", ""customer_segment"": ""standard""}"
9616018,2024-04-15,Уфа,Продукты,Товар_2970,3,77947.45,122215.51,17212,QR-код,15.12,
9415409,2024-07-17,Красноярск,Игрушки,Товар_3959,5,19612.96,124935.57,184596,Перевод,26.77,
7080860,2025-09-07,Красноярск,Аксессуары,Товар_3607,1,92896.41,369260.17,348430,Наличные,25.65,"{""city_tier"": 1, ""campaign_id"": 72, ""device_type"": ""tablet"", ""return_rate"": 6.82, ""extra_field1"": ""value_228"", ""extra_field2"": 1540, ""loyalty_tier"": ""silver"", ""customer_segment"": ""economy""}"
7716173,2023-10-24,Нижний Новгород,Аксессуары,Товар_1679,3,48618.39,219930.48,83502,Карта,24.02,
6790606,2025-04-26,Нижний Новгород,Бытовая техника,Товар_1095,3,28585.55,117961.96,532031,Перевод,12.26,
4825818,2024-05-26,Красноярск,Спорт,Товар_539,3,15991.95,257432.03,102874,Перевод,28.52,
10503369,2023-05-02,Москва,Косметика,Товар_4639,1,15679.70,300546.53,718055,Карта,24.24,
4397004,2025-04-22,Красноярск,Электроника,Товар_4464,1,70292.99,22128.05,419106,Перевод,7.23,
10226566,2024-12-21,Екатеринбург,Книги,Товар_4073,3,7858.43,200958.83,949931,Наличные,8.38,
5019124,2023-07-12,Екатеринбург,Книги,Товар_1399,5,88329.64,33631.18,980164,Перевод,27.82,
6847722,2023-08-03,Уфа,Аксессуары,Товар_4148,3,61307.44,27440.36,171218,Карта,0.29,
9378024,2023-04-14,Москва,Одежда,Товар_2801,1,97502.11,37282.31,556588,QR-код,7.47,
2276270,2025-05-06,Ростов-на-Дону,Мебель,Товар_2761,5,850.15,117244.88,380824,Карта,21.54,"{""city_tier"": 1, ""campaign_id"": 91, ""device_type"": ""tablet"", ""return_rate"": 6.09, ""extra_field1"": ""value_485"", ""extra_field2"": 2000, ""loyalty_tier"": ""bronze"", ""customer_segment"": ""premium""}"
5783078,2023-04-19,Самара,Аксессуары,Товар_3291,1,66635.26,262800.31,493036,Карта,0.49,
6434993,2023-08-16,Москва,Электроника,Товар_2141,2,79911.28,6486.32,259375,Перевод,1.07,
6166738,2024-01-16,Москва,Продукты,Товар_2140,2,58406.78,64867.36,876722,Перевод,11.67,
7744335,2026-01-08,Москва,Одежда,Товар_68,1,40795.01,270619.50,309149,Карта,9.63,
2480665,2025-04-13,Новосибирск,Книги,Товар_3554,5,39824.00,288991.90,975101,Наличные,30.00,
6886535,2024-11-18,Ростов-на-Дону,Одежда,Товар_1550,2,93917.68,122217.21,277865,QR-код,5.61,
2491290,2024-03-22,Уфа,Одежда,Товар_2294,2,39691.65,126577.40,783002,QR-код,7.98,"{""city_tier"": 1, ""campaign_id"": 24, ""device_type"": ""desktop"", ""return_rate"": 3.54, ""extra_field1"": ""value_688"", ""extra_field2"": 1099, ""loyalty_tier"": ""silver"", ""customer_segment"": ""standard""}"
2047787,2025-05-01,Екатеринбург,Мебель,Товар_1901,1,71596.86,129655.95,512938,Карта,12.86,
1219707,2023-10-14,Екатеринбург,Мебель,Товар_4421,4,1697.73,113830.85,331152,Перевод,19.39,
6078603,2026-02-04,Уфа,Продукты,Товар_3713,1,61863.22,227673.75,479676,Наличные,18.59,
3383962,2026-02-24,СПб,Продукты,Товар_4220,2,71747.43,423561.21,835332,Наличные,27.77,
4617691,2025-01-08,Уфа,Мебель,Товар_3652,2,27578.90,78816.29,418463,Перевод,16.18,
7489971,2024-07-20,Москва,Мебель,Товар_506,3,30983.06,159981.72,851145,QR-код,2.22,
2906994,2023-08-25,Самара,Книги,Товар_3983,1,65633.35,100104.49,258796,QR-код,9.28,
7739801,2023-12-26,СПб,Бытовая техника,Товар_4392,5,34729.13,237630.31,992652,Карта,20.36,
10302555,2024-05-13,Екатеринбург,Продукты,Товар_3238,2,73760.40,19341.98,175881,Карта,29.61,
6461380,2024-12-24,Самара,Продукты,Товар_841,3,93221.68,299915.87,329225,Перевод,18.74,"{""city_tier"": 1, ""campaign_id"": 71, ""device_type"": ""desktop"", ""return_rate"": 5.38, ""extra_field1"": ""value_376"", ""extra_field2"": 7176, ""loyalty_tier"": ""gold"", ""customer_segment"": ""standard""}"
6654578,2025-09-19,Новосибирск,Косметика,Товар_2923,2,413.36,344164.28,428836,Карта,14.32,
3546796,2025-02-06,Екатеринбург,Мебель,Товар_1895,4,83391.64,299765.89,108160,Наличные,1.53,
5687593,2023-12-08,Новосибирск,Книги,Товар_664,1,47665.44,410703.06,560155,QR-код,10.32,
3393561,2023-11-17,Самара,Косметика,Товар_1724,3,24284.06,236963.32,965530,Карта,21.45,
9882825,2024-07-01,Москва,Бытовая техника,Товар_1082,1,62454.93,174307.23,351797,Перевод,9.15,
5848759,2026-01-09,Новосибирск,Электроника,Товар_3531,3,77822.08,17164.48,898136,Карта,20.49,
5614954,2025-09-22,Москва,Продукты,Товар_1620,2,7616.08,362995.90,210700,Перевод,18.93,
4406588,2025-11-07,Казань,Аксессуары,Товар_4603,5,54772.98,313694.50,800900,Перевод,9.17,
7348616,2025-08-16,Уфа,Аксессуары,Товар_4582,3,84881.11,21847.39,114050,Перевод,12.29,
6962256,2024-09-26,Екатеринбург,Аксессуары,Товар_1564,5,52945.13,62751.62,370519,Наличные,24.26,
9989964,2025-12-27,СПб,Бытовая техника,Товар_210,2,93756.04,94474.63,460235,QR-код,18.10,
7166730,2024-05-23,Уфа,Одежда,Товар_1672,4,81817.75,263494.05,736698,QR-код,18.30,"{""city_tier"": 1, ""campaign_id"": 99, ""device_type"": ""tablet"", ""return_rate"": 3.42, ""extra_field1"": ""value_198"", ""extra_field2"": 4189, ""loyalty_tier"": ""gold"", ""customer_segment"": ""standard""}"
4557079,2023-06-08,Самара,Одежда,Товар_2620,1,14293.72,134081.56,507675,Карта,6.61,
2168129,2024-04-17,Ростов-на-Дону,Одежда,Товар_2494,4,64826.94,377089.35,384320,QR-код,14.52,
10405941,2023-11-28,Уфа,Мебель,Товар_1740,3,14438.47,381607.61,722687,Наличные,1.62,
9346925,2025-04-18,Ростов-на-Дону,Игрушки,Товар_3249,1,73071.23,188041.22,108993,QR-код,24.54,
5485772,2024-01-10,Казань,Одежда,Товар_4759,4,31898.50,216198.27,635777,Наличные,8.28,
9561150,2025-01-19,СПб,Бытовая техника,Товар_1054,2,21297.33,78777.61,512227,Карта,18.43,"{""city_tier"": 3, ""campaign_id"": 54, ""device_type"": ""desktop"", ""return_rate"": 3.03, ""extra_field1"": ""value_366"", ""extra_field2"": 9432, ""loyalty_tier"": ""bronze"", ""customer_segment"": ""economy""}"
4193723,2025-09-01,Москва,Одежда,Товар_3195,3,34595.42,72919.70,995054,Наличные,19.55,
9786046,2026-02-20,Красноярск,Бытовая техника,Товар_599,4,73182.98,240645.16,107930,Наличные,22.58,
9946081,2024-12-15,Екатеринбург,Электроника,Товар_1342,2,58675.25,137485.98,413781,Перевод,22.83,
9364052,2024-07-16,Екатеринбург,Продукты,Товар_1027,4,68251.47,238650.49,338827,Карта,27.62,
2552841,2024-04-29,Самара,Книги,Товар_4220,3,60482.21,197949.98,28753,QR-код,10.61,
10249882,2024-07-22,Красноярск,Косметика,Товар_2300,5,38424.74,242560.24,203588,QR-код,2.48,
7988026,2024-05-26,Самара,Аксессуары,Товар_4786,5,99365.11,50591.49,523049,Карта,14.23,
4336701,2023-06-20,Ростов-на-Дону,Одежда,Товар_1665,3,50190.71,126504.82,161815,Наличные,13.46,
1108616,2023-09-16,Красноярск,Аксессуары,Товар_83,5,96132.54,251002.20,162571,Карта,28.88,
10948311,2023-06-03,Ростов-на-Дону,Спорт,Товар_4398,4,27787.36,162864.37,922502,Карта,7.50,
9514091,2025-05-22,Екатеринбург,Аксессуары,Товар_2701,4,99224.79,95424.98,303947,QR-код,4.88,
1977826,2025-01-19,Самара,Аксессуары,Товар_2448,5,77513.85,75419.12,811588,Перевод,19.63,
3591701,2023-11-23,Ростов-на-Дону,Аксессуары,Товар_9,2,18704.35,47084.89,651463,Карта,28.76,
5673049,2026-02-03,Новосибирск,Мебель,Товар_4845,4,45246.80,292690.24,100046,Карта,26.67,
3971026,2025-05-16,Екатеринбург,Книги,Товар_3402,2,60991.65,73938.54,968335,Карта,6.68,
6059165,2025-12-08,Ростов-на-Дону,Бытовая техника,Товар_329,2,91707.74,37586.36,335378,Наличные,28.70,
6333993,2024-09-27,Красноярск,Книги,Товар_3478,3,51612.81,80076.09,956663,QR-код,16.71,
7480744,2023-04-09,Новосибирск,Спорт,Товар_1389,3,83645.83,53212.08,368603,Перевод,10.47,
7880442,2024-02-01,Самара,Мебель,Товар_4430,4,96792.24,196701.40,664323,QR-код,20.62,
8549773,2025-05-25,Уфа,Электроника,Товар_750,1,1197.95,128502.68,137092,QR-код,27.27,
7234234,2024-10-03,Красноярск,Книги,Товар_2538,2,17914.72,30345.25,676232,Карта,16.61,
10871587,2024-11-04,Уфа,Игрушки,Товар_1758,2,85556.33,14234.67,975735,Наличные,2.61,
4177470,2025-03-04,Новосибирск,Книги,Товар_2530,1,15415.54,134133.95,175931,QR-код,7.58,"{""city_tier"": 1, ""campaign_id"": 63, ""device_type"": ""tablet"", ""return_rate"": 5.02, ""extra_field1"": ""value_301"", ""extra_field2"": 3586, ""loyalty_tier"": ""bronze"", ""customer_segment"": ""premium""}"
1283721,2023-12-22,Самара,Аксессуары,Товар_158,2,27786.89,126243.26,843114,QR-код,3.01,
1783125,2023-03-24,Ростов-на-Дону,Книги,Товар_774,4,53736.25,56854.19,462042,Карта,12.76,
7022368,2026-01-12,Нижний Новгород,Мебель,Товар_4368,5,55589.17,284740.36,486764,QR-код,20.29,
1374956,2025-03-03,Москва,Одежда,Товар_2797,2,51451.31,41985.48,178699,Наличные,25.20,
6497695,2023-11-09,Нижний Новгород,Аксессуары,Товар_571,3,3026.61,21472.60,380581,QR-код,9.44,
2970599,2024-09-08,Нижний Новгород,Игрушки,Товар_1999,5,66434.40,351238.48,335513,Перевод,17.61,
8196561,2025-05-23,Ростов-на-Дону,Игрушки,Товар_1940,4,57217.79,12975.22,18110,Карта,22.78,
5880644,2025-12-02,Нижний Новгород,Одежда,Товар_4149,2,59823.31,107810.41,923206,Наличные,2.14,
8984346,2025-12-30,Казань,Косметика,Товар_2515,3,31622.72,279176.31,23218,QR-код,28.68,
7981639,2025-10-13,Москва,Продукты,Товар_2239,4,36194.31,131982.99,689565,Карта,12.24,
1971871,2025-05-02,Уфа,Одежда,Товар_1892,3,18040.54,482862.82,899756,Карта,8.90,
10398848,2025-07-26,Москва,Косметика,Товар_2105,3,22714.35,94609.74,381556,QR-код,6.86,
2112034,2023-03-30,Нижний Новгород,Продукты,Товар_2028,2,95530.46,22870.65,38461,Карта,1.54,
1547604,2025-05-13,СПб,Косметика,Товар_1877,4,82338.34,252614.40,327079,QR-код,28.85,
8813195,2024-10-14,Самара,Продукты,Товар_4526,1,96261.86,173030.92,770525,Перевод,26.78,
1233009,2026-01-01,Казань,Одежда,Товар_2004,1,66196.49,101817.79,134280,Перевод,25.76,
1521910,2025-01-12,Ростов-на-Дону,Аксессуары,Товар_4156,1,27408.01,45730.63,713694,QR-код,15.73,"{""city_tier"": 3, ""campaign_id"": 27, ""device_type"": ""desktop"", ""return_rate"": 9.56, ""extra_field1"": ""value_544"", ""extra_field2"": 4239, ""loyalty_tier"": ""bronze"", ""customer_segment"": ""economy""}"
3069819,2024-06-14,Москва,Электроника,Товар_723,4,39837.41,356930.66,96706,QR-код,7.69,
10600471,2024-04-30,Новосибирск,Одежда,Товар_361,1,90274.95,113493.85,106010,Перевод,14.04,
10615062,2024-08-02,СПб,Электроника,Товар_654,5,82684.43,70768.61,190061,Перевод,0.03,
4819535,2024-11-23,Екатеринбург,Продукты,Товар_14,4,8186.60,220199.15,403725,Карта,20.58,
2092981,2024-09-10,Казань,Бытовая техника,Товар_3002,2,57283.04,14296.98,75629,Перевод,13.99,
5895896,2026-01-08,Красноярск,Бытовая техника,Товар_2856,2,56561.34,391908.45,164429,Перевод,16.85,
7053084,2023-11-04,Самара,Одежда,Товар_1377,1,55790.80,31752.58,966358,Карта,10.52,
9658981,2025-07-03,Нижний Новгород,Бытовая техника,Товар_1135,1,60517.01,217223.97,673529,Перевод,17.21,
2898925,2024-05-06,Самара,Аксессуары,Товар_638,2,17336.09,57423.05,61861,Перевод,16.12,
9321828,2025-09-09,Нижний Новгород,Книги,Товар_4036,3,92242.79,30530.46,385753,Наличные,4.42,
5875648,2024-08-21,Новосибирск,Электроника,Товар_1159,4,5335.54,72488.59,555069,Карта,7.41,
1156649,2024-02-02,Москва,Косметика,Товар_3276,5,85548.71,100357.16,150891,QR-код,14.52,
4959654,2023-07-03,Самара,Игрушки,Товар_2109,5,69143.10,64555.61,789300,QR-код,14.12,
8904305,2025-12-14,Екатеринбург,Электроника,Товар_291,2,3761.70,234335.50,403165,Перевод,10.93,
4550732,2024-07-11,СПб,Мебель,Товар_3198,1,9881.22,93592.47,470188,Карта,1.66,
4749242,2023-09-03,Красноярск,Игрушки,Товар_1607,5,22753.93,57237.13,100225,QR-код,14.07,
3306039,2025-12-05,Красноярск,Аксессуары,Товар_1071,4,45102.99,8239.50,147341,Карта,5.13,
5873677,2025-11-26,Казань,Бытовая техника,Товар_1208,5,34545.48,155951.56,732103,Перевод,9.01,
10115129,2025-09-20,Москва,Бытовая техника,Товар_4742,2,47510.23,199942.98,894739,Наличные,15.28,
5310632,2026-03-07,Красноярск,Бытовая техника,Товар_4575,3,31071.64,96394.82,80149,Карта,18.48,
1316579,2023-10-29,Уфа,Продукты,Товар_4382,3,32960.71,69836.84,541123,Наличные,19.02,
4877932,2025-01-19,Красноярск,Игрушки,Товар_2017,5,62617.04,156145.59,388388,QR-код,27.78,
9971773,2023-07-02,Самара,Мебель,Товар_3331,1,31683.44,80404.31,915197,QR-код,6.20,
10691426,2024-04-29,Казань,Бытовая техника,Товар_2579,5,99927.22,12589.35,325786,Перевод,24.06,
9385851,2025-04-26,Уфа,Книги,Товар_1681,4,66133.43,32371.13,702210,Перевод,4.92,
2659217,2023-12-09,Новосибирск,Электроника,Товар_3937,1,34692.57,132542.03,261673,Перевод,18.94,
5975521,2023-08-31,Красноярск,Книги,Товар_2323,1,68743.57,375586.23,946668,Перевод,24.95,
6373296,2024-07-10,Красноярск,Одежда,Товар_2528,3,93908.74,51691.16,890306,Перевод,23.20,
1794135,2023-09-09,Москва,Спорт,Товар_1334,1,3905.45,342828.55,836394,QR-код,14.12,
6581414,2024-06-21,Самара,Игрушки,Товар_4159,5,85400.33,207892.29,320868,Наличные,2.27,
8464495,2025-02-26,Самара,Спорт,Товар_2390,1,78273.02,40273.00,736341,QR-код,17.97,
7127577,2024-09-29,СПб,Книги,Товар_1903,2,25748.18,118673.07,328725,QR-код,22.82,
5218287,2024-10-06,Новосибирск,Одежда,Товар_1004,2,99109.49,248216.18,714845,QR-код,7.94,
5135570,2025-09-11,СПб,Электроника,Товар_1828,5,31629.88,146691.35,99080,Наличные,24.53,"{""city_tier"": 1, ""campaign_id"": 30, ""device_type"": ""desktop"", ""return_rate"": 2.50, ""extra_field1"": ""value_295"", ""extra_field2"": 1908, ""loyalty_tier"": ""gold"", ""customer_segment"": ""standard""}"
1676625,2024-12-25,Самара,Бытовая техника,Товар_760,4,74381.78,189828.95,797528,Наличные,0.03,
10111225,2023-05-09,Новосибирск,Косметика,Товар_2229,5,85306.29,100742.85,620250,Перевод,8.67,
9813942,2024-07-11,Казань,Игрушки,Товар_3822,1,51893.99,195749.57,40582,QR-код,24.57,
5393059,2024-09-07,Ростов-на-Дону,Бытовая техника,Товар_4168,2,96512.81,46712.00,217204,Перевод,1.45,
4184854,2023-11-09,Уфа,Мебель,Товар_3892,5,4459.35,21639.35,138505,Карта,22.58,
3142281,2023-09-07,Казань,Одежда,Товар_3444,4,632.91,24159.45,177225,Перевод,10.51,
5256354,2025-08-18,Ростов-на-Дону,Книги,Товар_3738,3,2372.97,137010.12,677708,QR-код,4.21,
2630980,2024-07-27,Нижний Новгород,Спорт,Товар_151,3,823.64,385111.07,957568,QR-код,26.92,"{""city_tier"": 1, ""campaign_id"": 17, ""device_type"": ""mobile"", ""return_rate"": 2.21, ""extra_field1"": ""value_541"", ""extra_field2"": 5659, ""loyalty_tier"": ""gold"", ""customer_segment"": ""premium""}"
5398702,2023-07-20,СПб,Книги,Товар_3486,2,94908.41,106076.24,934536,Перевод,7.67,
4652217,2023-05-24,Ростов-на-Дону,Книги,Товар_3983,1,59198.26,30520.01,295899,Карта,16.85,
3241488,2025-09-08,Москва,Книги,Товар_782,3,35728.95,390831.41,182710,Наличные,3.61,
2061848,2023-09-15,Новосибирск,Электроника,Товар_815,5,36159.30,2100.45,47067,QR-код,21.83,
4666077,2023-06-01,Москва,Спорт,Товар_1165,4,63262.40,35917.02,737303,Перевод,25.03,
4907940,2024-06-08,Красноярск,Косметика,Товар_1282,4,58652.11,17933.21,929499,QR-код,3.96,"{""city_tier"": 3, ""campaign_id"": 78, ""device_type"": ""mobile"", ""return_rate"": 4.73, ""extra_field1"": ""value_724"", ""extra_field2"": 7717, ""loyalty_tier"": ""bronze"", ""customer_segment"": ""premium""}"
6913294,2024-02-06,Новосибирск,Косметика,Товар_2881,5,71872.69,59514.45,682151,Карта,19.09,
